순번,영화명,감독,배급사,개봉일,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,분기,일반상영관 가격
"1,578",바운티 헌터,앤디 테넌트,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-04-15,미국,123,459904690,"60,376",212586500,"26,692",멜로/로맨스,15세이상관람가,2,8500
"1,579",극장판 유희왕 : 시공을 초월한 우정,타케시타 켄이치,대원미디어(주),2011-02-24,일본,103,590209500,"60,371",144581000,"14,552",애니메이션,전체관람가,1,8500
"1,580",두 남자,이성태,씨네그루(주)키다리이엔티,2016-11-30,한국,397,459566121,"60,365",164888821,"21,095",범죄,청소년관람불가,4,9500
"1,581",극장판 아따맘마3D : 엄마는 초능력자,다카하시 와타루,씨너스엔터테인먼트(주),2011-09-08,일본,123,401669000,"60,154",74799500,"10,782",애니메이션,전체관람가,3,8500
"1,582",행오버 2,토드 필립스,워너브러더스 코리아(주),2011-08-25,미국,157,473137500,"60,048",251162000,"30,748",코미디,청소년관람불가,3,8500
"1,583",더 퍼지 : 거리의 반란,제임스 드모나코,유니버설픽쳐스인터내셔널 코리아(유),2014-08-27,미국,204,455583000,"59,881",140040400,"18,412",공포(호러),청소년관람불가,3,9500
"1,584",엽문2,엽위신,(주)프라임엔터테인먼트,2010-06-16,홍콩,141,451282315,"59,881",118367000,"15,000",액션,15세이상관람가,2,8500
"1,585",더 레슬러,대런 아로노프스키,(주)넥스트엔터테인먼트월드(NEW),2009-03-05,미국,145,407039802,"59,662",203208000,"28,898",드라마,청소년관람불가,1,8500
"1,586",흑심모녀,조남호,(주)쇼박스,2008-06-12,한국,177,386362000,"59,624",124965000,"18,372",가족,12세이상관람가,2,7500
"1,587",극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,가네다 오사무,롯데쇼핑㈜롯데엔터테인먼트,2014-01-23,일본,183,405278000,"59,611",94281000,"13,060",액션,전체관람가,1,9500
"1,588",고 녀석 맛나겠다,후지모리 마사야,(주)화앤담이엔티,2011-07-07,일본,124,407827500,"59,374",134192500,"18,292",애니메이션,전체관람가,3,8500
"1,589",파더 앤 도터,가브리엘 무치노,(주)박수엔터테인먼트,2015-12-10,미국,352,447097100,"58,704",167035100,"20,871",드라마,15세이상관람가,4,9500
"1,592",달빛 길어올리기,임권택,"(주)쇼박스,씨제이이앤엠(주),롯데쇼핑㈜롯데엔터테인먼트",2011-03-17,한국,128,362535000,"57,186",98990000,"13,399",드라마,15세이상관람가,1,8500
"1,593",다이애나,올리버 히르비겔,(주)영화사 빅,2014-03-06,영국,279,402756100,"56,872",170925100,"22,976",드라마,15세이상관람가,1,9500
"1,594",극장판 프랭키와 친구들: 생명의 나무,박정오,예지림엔터테인먼트,2016-04-13,한국,258,410518600,"56,835",103400500,"13,068",애니메이션,전체관람가,2,9500
"1,595",돌아온 파워레인저 미라클포스,나가이시 다카오,롯데쇼핑㈜롯데엔터테인먼트,2012-02-29,일본,235,385525000,"56,420",92577500,"12,965",액션,전체관람가,1,8500
"1,596",더 라이트: 악마는 있다,미카엘 하프스트롬,워너브러더스 코리아(주),2011-04-20,미국,104,422603000,"55,561",167645500,"21,089",미스터리,15세이상관람가,2,8500
"1,597",워터 포 엘리펀트,프란시스 로렌스,이십세기폭스코리아(주),2011-05-04,미국,182,418236500,"55,561",215500000,"27,531",드라마,15세이상관람가,2,8500
"1,599",내 눈에 콩깍지,이장수,씨제이엔터테인먼트,2009-11-05,한국,128,405424788,"55,132",128419000,"16,765",멜로/로맨스,12세이상관람가,4,8500
"1,600",위시 어폰,존 R. 레오네티,(주)이수C&E,2017-07-20,미국,279,434148000,"55,110",82609500,"9,910",공포(호러),15세이상관람가,3,9500
"1,602",극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,고로 사쿠라,"(주)이수C&E,(주)에이원엔터테인먼트",2017-12-14,일본,207,424665700,"54,988",92383400,"11,757",애니메이션,전체관람가,4,9500
"1,603",파라노말 액티비티: 더 고스트 디멘션,그레고리 플로킨,(주)박수엔터테인먼트,2016-04-21,미국,353,454055200,"54,972",129982200,"15,254",미스터리,15세이상관람가,2,9500
"1,604",헤이와이어,스티븐 소더버그,씨너스엔터테인먼트(주),2012-07-05,미국,200,384196324,"54,511",133250624,"18,254",액션,15세이상관람가,3,8500
"1,605",파라노말 액티비티4,"아리엘 슐만,헨리 유스트",씨제이이앤엠(주),2012-10-25,미국,173,384064500,"54,461",96287000,"13,026",스릴러,15세이상관람가,4,8500
"1,606",잡아야 산다,오인천,오퍼스픽쳐스,2016-01-07,한국,219,410361400,"54,450",91032800,"11,245",코미디,15세이상관람가,1,9500
"1,607",살인소설,스콧 데릭슨,씨너스엔터테인먼트(주),2012-11-15,미국,186,394724176,"54,239",164418159,"21,572",미스터리,청소년관람불가,4,8500
"1,608",돌핀 : 꿈꾸는 다니엘의 용감한 모험,에두와르도 슐츠,팝엔터테인먼트,2013-03-21,페루,197,354256000,"53,744",69371500,"9,461",애니메이션,전체관람가,1,9500
"1,609",개구리왕국,넬슨 신,예지림엔터테인먼트,2015-11-12,중국,227,362895100,"53,576",49823200,"6,590",애니메이션,전체관람가,4,9500
"1,611",워,필립 G. 애트웰,롯데쇼핑㈜롯데엔터테인먼트,2008-02-28,미국,137,342294500,"52,787",75104000,"11,229",스릴러,청소년관람불가,1,7500
"1,612",콘트라밴드,발타자르 코루마쿠르,유니버설픽쳐스인터내셔널 코리아(유),2012-03-22,미국,178,393549500,"52,743",122177000,"15,714",액션,청소년관람불가,1,8500
"1,613",쿵푸 덩크,주연평,(주)싸이더스,2008-02-28,대만,155,326514500,"52,688",93705000,"14,799",코미디,15세이상관람가,1,7500
"1,614",폭풍전야,조창호,(주)성원아이컴,2010-04-01,한국,134,393501207,"52,597",162652500,"20,740",드라마,청소년관람불가,2,8500
"1,616",호프 스프링즈,데이빗 프랭클,(주)시너지하우스 (시너지),2013-04-04,미국,179,368939500,"52,426",182120000,"25,266",멜로/로맨스,청소년관람불가,2,9500
"1,617",더 비지트,M. 나이트 샤말란,유니버설픽쳐스인터내셔널 코리아(유),2015-10-15,미국,279,403435581,"52,197",125714081,"15,652",스릴러,15세이상관람가,4,9500
"1,618",사랑은 언제나 진행중,바트 프룬디치,(주)시너지하우스 (시너지),2010-03-11,미국,181,388949159,"52,193",139336500,"17,517",코미디,15세이상관람가,1,8500
"1,619",별을 쫓는 아이,신카이 마코토,"(주)박수엔터테인먼트,에이원엔터테인먼트",2011-08-25,일본,139,373288500,"52,159",175196000,"23,225",애니메이션,전체관람가,3,8500
"1,621",스트레스를 부르는 그 이름 직장상사,세스 고든,워너브러더스 코리아(주),2011-11-17,미국,117,404070500,"51,646",211009000,"26,179",코미디,청소년관람불가,4,8500
"1,622",스카이포스 3D,토니 탕,(주)미디어데이,2013-02-28,미국,183,349260500,"51,553",82973500,"10,911",애니메이션,전체관람가,1,9500
"1,623",킬 미,양종현,(주)싸이더스,2009-11-05,한국,172,390480657,"51,304",112069500,"13,852",멜로/로맨스,청소년관람불가,4,8500
"1,625",더블 스파이,토니 길로이,유니버설픽쳐스인터내셔널 코리아(유),2009-04-16,미국,126,339420521,"51,270",156063500,"22,485",범죄,12세이상관람가,2,8500
"1,626",미안해 사랑해 고마워,전윤수,(주)쇼박스,2015-10-28,한국,344,359247800,"51,207",106619300,"14,482",드라마,15세이상관람가,4,9500
"1,627",빅 미라클,켄 콰피스,유니버설픽쳐스인터내셔널 코리아(유),2012-02-23,미국,170,344139500,"51,151",117016500,"16,293",드라마,전체관람가,1,8500
"1,628",서울이 보이냐,송동윤,(주)시네마서비스,2008-05-08,한국,125,309567000,"50,956",48727000,"7,706",가족,전체관람가,2,7500
"1,629",더 씽,매티스 반 헤이닌겐 주니어,(주)싸이더스,2012-06-14,미국,174,367519589,"50,839",91566089,"11,900",공포(호러),15세이상관람가,2,8500
"1,630",포레스트: 죽음의 숲,제이슨 자다,유니버설픽쳐스인터내셔널 코리아(유),2016-03-30,미국,312,391633862,"50,631",65795262,"8,286",공포(호러),12세이상관람가,1,9500
"1,631",비밀,"박은경,이동하",CGV아트하우스,2015-10-15,한국,305,369339300,"50,196",94697600,"12,167",미스터리,15세이상관람가,4,9500
"1,632",인시디어스,제임스 완,(주)쇼박스,2012-09-13,미국,178,357783500,"50,163",117051000,"15,566",공포(호러),15세이상관람가,3,8500
"1,633",언더더씨,에반 트라멜,(주)팝엔터테인먼트,2017-06-22,미국,163,382413600,"49,958",69088400,"8,765",애니메이션,전체관람가,2,9500
"1,634",레드라이트,로드리고 코르테스,씨제이이앤엠(주),2012-08-23,스페인,197,355743500,"49,925",138448500,"18,514",미스터리,15세이상관람가,3,8500
"1,636",스트레이트 아웃 오브 컴턴,F. 게리 그레이,유니버설픽쳐스인터내셔널 코리아(유),2015-09-10,미국,185,412749800,"48,844",235536700,"27,135",드라마,청소년관람불가,3,9500
"1,637",더 킥,"프라챠 핀카엡,이종석",(주)쇼박스,2011-11-03,한국,153,331287500,"48,396",60436000,"7,865",액션,12세이상관람가,4,8500
"1,638",저지드레드 3D,피트 트래비스,롯데쇼핑㈜롯데엔터테인먼트,2012-12-06,영국,184,365262000,"48,341",126480500,"16,087",SF,청소년관람불가,4,8500
"1,639",3:10 투 유마,제임스 맨골드,(주)시네마서비스,2008-02-21,미국,142,306807833,"48,284",95270333,"14,290",범죄,15세이상관람가,1,7500
"1,641",목숨 건 연애,송민규,오퍼스픽쳐스,2016-12-14,한국,393,361142800,"47,684",120507000,"14,834",멜로/로맨스,15세이상관람가,4,9500
"1,642",잘못된 만남,정영배,토이 엔터테인먼트,2008-07-10,한국,132,308898000,"47,557",70781000,"10,193",드라마,15세이상관람가,3,7500
"1,643",머니 몬스터,조디 포스터,유니버설픽쳐스인터내셔널 코리아(유),2016-08-31,미국,151,367961600,"47,226",138602100,"17,533",스릴러,15세이상관람가,3,9500
"1,644",트리플 9,존 힐코트,(주)리틀빅픽쳐스,2016-04-20,미국,329,365164300,"47,197",131109600,"16,407",범죄,청소년관람불가,2,9500
"1,645",뜨거운 안녕,남택수,(주)나이너스엔터테인먼트,2013-05-30,한국,172,315291000,"47,105",120055000,"17,164",드라마,12세이상관람가,2,9500
"1,646",에코,얌 라라나스,(주)프라임엔터테인먼트,2009-05-28,미국,139,302933039,"46,884",88550000,"12,635",드라마,15세이상관람가,2,8500
"1,647",적인걸2 : 신도해왕의 비밀,서극,씨너스엔터테인먼트(주),2013-10-02,중국,169,328321000,"46,796",100369000,"13,987",미스터리,12세이상관람가,4,9500
"1,648",이스케이프,존 에릭 도들,(주)넥스트엔터테인먼트월드(NEW),2015-11-05,미국,264,356672000,"46,781",99350900,"12,416",액션,15세이상관람가,4,9500
"1,649",크림슨 피크,길예르모 델 토로,유니버설픽쳐스인터내셔널 코리아(유),2015-11-25,미국,255,379765400,"46,735",185326400,"22,732",판타지,청소년관람불가,4,9500
"1,650",스크림 4G,웨스 크레이븐,(주)시너지하우스 (시너지),2011-06-09,미국,163,367661000,"46,723",148334000,"18,044",미스터리,청소년관람불가,2,8500
"1,651","그래, 가족",마대윤,월트디즈니컴퍼니코리아 유한책임회사,2017-02-15,한국,361,350293300,"46,623",154192600,"19,381",코미디,12세이상관람가,1,9500
"1,652",마더!,대런 아로노프스키,롯데쇼핑㈜롯데엔터테인먼트,2017-10-19,미국,398,366642382,"46,469",177160582,"22,015",드라마,청소년관람불가,4,9500
"1,653",하드코어 헨리,일리야 나이슐러,"㈜코리아스크린,와이드 릴리즈(주)",2016-05-19,미국,239,399211211,"46,373",174256411,"19,705",액션,청소년관람불가,2,9500
"1,655",블레어 위치,아담 윈가드,㈜코리아스크린,2016-11-23,미국,172,367484200,"46,285",103260200,"12,541",공포(호러),15세이상관람가,4,9500
"1,656",슈퍼윙스 3D,올가 로패토,(주)영화사 빅,2013-08-14,러시아,129,269711500,"46,124",49622500,"7,716",애니메이션,전체관람가,3,9500
"1,657",아프리카 마법여행,조르디 롬파르트,롯데쇼핑㈜롯데엔터테인먼트,2011-01-20,스페인,150,425106500,"46,025",109188500,"11,427",어드벤처,전체관람가,1,8500
"1,658",된장,이서군,"씨제이엔터테인먼트,GV 엔터테인먼트",2010-10-21,한국,112,339506355,"45,896",102398500,"13,031",미스터리,12세이상관람가,4,8500
"1,660",히어애프터,클린트 이스트우드,워너브러더스 코리아(주),2011-03-24,미국,112,336316000,"45,755",138296500,"17,822",드라마,12세이상관람가,1,8500
"1,661",설계,박창진,(주)팝엔터테인먼트,2014-09-18,한국,257,347188800,"45,638",77155100,"9,665",스릴러,청소년관람불가,3,9500
"1,662",리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,제이미 미첼,월트디즈니컴퍼니코리아 유한책임회사,2017-04-13,미국,149,317454000,"45,484",82872000,"11,129",애니메이션,전체관람가,2,9500
"1,663",미운오리새끼,곽경택,롯데쇼핑㈜롯데엔터테인먼트,2012-08-30,한국,167,308009500,"45,454",97649000,"13,964",드라마,15세이상관람가,3,8500
"1,665",샤오린 : 최후의 결전,진목승,(주)에스비에스콘텐츠허브,2011-08-25,홍콩,182,329194000,"45,275",83164000,"11,004",드라마,15세이상관람가,3,8500
"1,667",밀림의 왕자 레오2,타케우치 요시오,에이원엔터테인먼트,2012-11-08,일본,159,274928000,"44,988",42073000,"5,936",애니메이션,전체관람가,4,8500
"1,669",호두까기인형 3D,안드레이 콘찰로프스키,(주)나이너스엔터테인먼트,2013-01-03,미국,132,298444000,"44,677",82419500,"11,486",가족,전체관람가,1,9500
"1,670",저스티스,로저 도널드슨,(주)쇼박스,2012-03-15,미국,142,329594500,"44,546",113994000,"14,609",액션,청소년관람불가,1,8500
"1,671",드래곤볼Z : 신들의 전쟁,호소다 마사히로,(주)인벤트스톤,2013-08-29,일본,262,292117500,"44,231",86810500,"12,321",애니메이션,전체관람가,3,9500
"1,672",글래디에이터: 로마 영웅 탄생의 비밀 3D,이기니오 스트라피,(주)에스비에스콘텐츠허브,2013-03-14,이탈리아,275,298917500,"44,198",81120000,"11,039",애니메이션,전체관람가,1,9500
"1,673",매란방,첸 카이거,에스케이텔레콤(주),2009-04-16,중국,185,284904682,"44,131",93664000,"13,899",드라마,12세이상관람가,2,8500
"1,675",프랑켄위니,팀 버튼,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2012-10-11,미국,226,365356000,"43,978",159120500,"17,259",애니메이션,12세이상관람가,4,8500
"1,676",혈투,박훈정,(주)싸이더스,2011-02-24,한국,169,329280000,"43,947",93141000,"11,662",액션,15세이상관람가,1,8500
"1,677",신주쿠 사건,이동승,한국소니픽쳐스릴리징브에나비스타영화㈜,2009-06-18,홍콩,104,289750076,"43,881",83954500,"11,928",액션,청소년관람불가,2,8500
"1,678",울브스,데이비드 헤이터,(주)프레인글로벌,2014-11-13,미국,291,313204669,"43,613",99784569,"13,006",판타지,15세이상관람가,4,9500
"1,679",약장수,조치언,"(주)대명문화공장,(주)나이너스엔터테인먼트",2015-04-23,한국,282,313238400,"43,562",94969000,"13,043",드라마,15세이상관람가,2,9500
"1,681",하이큐!! 재능과 센스,미츠나카 스스무,(주)이수C&E,2017-11-15,일본,105,308774500,"42,972",114146500,"15,067",애니메이션,12세이상관람가,4,9500
"1,682",스페이스 독,"이나 예블라니코바,스비야토슬라브 우샤코프",예지림엔터테인먼트,2012-03-22,러시아,148,282088000,"42,720",44214000,"6,302",애니메이션,전체관람가,1,8500
"1,683",호스트,앤드류 니콜,(주)넥스트엔터테인먼트월드(NEW),2013-04-04,미국,244,298122000,"42,708",125853000,"17,599",SF,15세이상관람가,2,9500
"1,684",피케이: 별에서 온 얼간이,라즈쿠마르 히라니,(주)와우픽쳐스,2015-09-03,인도,184,326677800,"42,088",139163800,"17,050",코미디,15세이상관람가,3,9500
"1,686",라스트프로포즈,유위강,롯데쇼핑㈜롯데엔터테인먼트,2009-03-05,홍콩,153,272603561,"41,620",81269500,"11,830",멜로/로맨스,12세이상관람가,1,8500
"1,687",스푹스:MI5,바랫 낼러리,(주)영화사 빅,2016-03-17,영국,341,316642549,"41,416",95010700,"11,837",액션,15세이상관람가,1,9500
"1,688",나쁜 이웃들 ,니콜라스 스톨러,유니버설픽쳐스인터내셔널 코리아(유),2014-07-03,미국,129,335244700,"41,301",121346900,"14,209",코미디,청소년관람불가,3,9500
"1,689",스니치,릭 로만 워프,(주)마인스 엔터테인먼트,2013-05-09,미국,153,286388500,"41,242",77925000,"10,724",액션,15세이상관람가,2,9500
"1,690",블레임 : 인류멸망 2011,제제 다카히사,(주)싸이더스,2009-02-26,일본,120,265974349,"41,209",78854000,"11,530",SF,12세이상관람가,1,8500
"1,691",레이디버그,장성,(주)삼지애니메이션,2017-02-22,한국,172,310291500,"41,041",83810500,"10,575",애니메이션,전체관람가,1,9500
"1,692",도화선,엽위신,㈜스튜디오이쩜영,2008-06-12,홍콩,135,223255000,"40,978",72177000,"16,684",액션,청소년관람불가,2,7500
"1,693",와인 미라클,랜덜 밀러,롯데쇼핑㈜롯데엔터테인먼트,2008-11-13,미국,109,238486628,"40,842",131494000,"22,622",코미디,15세이상관람가,4,7500
"1,694",세인트 클라우드,버 스티어스,유니버설픽쳐스인터내셔널 코리아(유),2011-01-13,미국,179,304965000,"40,766",126983500,"16,310",멜로/로맨스,12세이상관람가,1,8500
"1,696",이모티: 더 무비,토니 레온디스,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-08-02,미국,134,288871700,"40,221",94316600,"12,576",애니메이션,전체관람가,3,9500
"1,698",아델라인 : 멈춰진 시간,리 톨랜드 크리거,(주)쇼박스,2015-10-15,미국,239,310087419,"40,096",133252619,"16,730",판타지,12세이상관람가,4,9500
"1,701",스트리트 댄스 2: 라틴배틀,"맥스 기와,다니아 파스퀴니",판씨네마(주),2012-07-12,영국,133,281712000,"39,394",108192500,"14,250",드라마,12세이상관람가,3,8500
"1,703",탑 블레이드 더 무비,"야스미 테츠오,카와세 토시후미","롯데쇼핑㈜롯데엔터테인먼트,SBS프로덕션",2009-01-15,일본,117,231309430,"38,862",68710000,"11,048",애니메이션,전체관람가,1,8500
"1,704",나의 그리스식 웨딩 2,커크 존스,(주)이수C&E,2016-03-30,미국,327,288215300,"38,305",119864600,"15,488",코미디,15세이상관람가,1,9500
"1,706",트릭,이창열,"(주)스톰픽쳐스코리아,(주)이수C&E",2016-07-13,한국,390,297315300,"38,155",81827800,"10,355",스릴러,15세이상관람가,3,9500
"1,708",쟈니 잉글리쉬2 : 네버다이,올리버 파커,유니버설픽쳐스인터내셔널 코리아(유),2011-11-02,미국,139,269751500,"37,823",84343000,"11,160",코미디,전체관람가,4,8500
"1,710",슈퍼노바 지구 탈출기,캘런 브런커,(주)영화사 빅,2014-02-13,미국,230,245845000,"37,547",76691000,"10,810",애니메이션,전체관람가,1,9500
"1,711",하이큐!! 승자와 패자,미츠나카 스스무,"(주)이수C&E,(주)팝엔터테인먼트",2016-12-28,일본,103,264399000,"37,329",85233000,"11,281",애니메이션,12세이상관람가,4,9500
"1,712",사이드 이펙트,스티븐 소더버그,롯데쇼핑㈜롯데엔터테인먼트,2013-07-11,미국,172,258658000,"37,134",107991000,"15,206",스릴러,청소년관람불가,3,9500
"1,713",폭풍우 치는 밤에: 비밀 친구,아미노 테츠로,(주)마인스 엔터테인먼트,2013-05-01,일본,231,241928500,"37,112",53368500,"7,751",애니메이션,전체관람가,2,9500
"1,714",백프로,김명균,(주)마인스 엔터테인먼트,2014-04-03,한국,236,275138600,"36,792",85867400,"10,664",코미디,15세이상관람가,2,9500
"1,717",극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,모리와키 마코토,(주)박수엔터테인먼트,2017-12-28,일본,191,279848900,"36,450",79369700,"9,852",애니메이션,전체관람가,4,9500
"1,719",령 : 저주받은 사진,아사토 마리,(주)스톰픽쳐스코리아,2015-06-04,일본,253,273761253,"35,984",46413753,"5,797",공포(호러),15세이상관람가,2,9500
"1,720",마법의 세계 녹터나,"아드리아 가르시아,빅터 말도나도",롯데쇼핑㈜롯데엔터테인먼트,2009-08-27,스페인,151,235400047,"35,959",60705500,"8,385",애니메이션,전체관람가,3,8500
"1,723",지구대표 롤링스타즈,임상준,롯데쇼핑㈜롯데엔터테인먼트,2011-03-24,한국,171,230047000,"35,578",62867000,"9,155",애니메이션,전체관람가,1,8500
"1,724",위핏,드류 베리모어,롯데쇼핑㈜롯데엔터테인먼트,2010-02-18,미국,124,225133182,"35,241",60210000,"8,993",드라마,12세이상관람가,1,8500
"1,725",처음 본 그녀에게 프로포즈하기,마이클 이안 블랙,롯데쇼핑㈜롯데엔터테인먼트,2009-09-09,미국,169,257847427,"35,213",82756500,"10,815",코미디,15세이상관람가,3,8500
"1,727",드래곤 헌터,"기욤 이베르넬,아르튀르 크왁","롯데쇼핑㈜롯데엔터테인먼트,케이비에스미디어(주)",2013-01-24,프랑스,105,219090000,"34,984",60662000,"9,393",애니메이션,전체관람가,1,9500
"1,728",몬스터 왕국,에스벤 토프트 야콥슨,씨너스엔터테인먼트(주),2014-05-01,스웨덴,160,237248600,"34,888",47223000,"6,509",애니메이션,전체관람가,2,9500
"1,730",빅 웨딩,저스틴 잭햄,(주)나이너스엔터테인먼트,2013-06-27,미국,166,231885500,"33,993",138156000,"20,005",멜로/로맨스,청소년관람불가,2,9500
"1,731",복숭아나무,구혜선,(주)넥스트엔터테인먼트월드(NEW),2012-10-31,한국,201,240103112,"33,884",102086597,"13,837",멜로/로맨스,15세이상관람가,4,8500
"1,732",코난: 암흑의 시대,마커스 니스펠,씨제이이앤엠(주),2012-04-05,미국,198,257709000,"33,469",82771500,"9,981",판타지,청소년관람불가,2,8500
"1,734",I AM,최진성,씨제이이앤엠(주),2012-06-21,한국,137,245580000,"32,988",138838000,"17,865",다큐멘터리,전체관람가,2,8500
"1,736",꼬마 잠수함 올리 2,밥 두셋,예지림엔터테인먼트,2014-12-04,미국,186,203435700,"32,453",23974500,"3,201",애니메이션,전체관람가,4,9500
"1,737",대결,신동엽,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온",2016-09-22,한국,366,251176500,"32,278",73160100,"9,098",액션,15세이상관람가,3,9500
"1,738",뮤턴트: 다크 에이지,사이먼 헌터,(주)넥스트엔터테인먼트월드(NEW),2009-01-08,미국,101,219920268,"32,267",67641000,"9,343",액션,청소년관람불가,1,8500
"1,739",극장판 위 베어 베어스: 곰 브라더스,매니 에르난데스,(주)팝엔터테인먼트,2017-08-24,미국,307,230410600,"32,021",44667800,"5,612",애니메이션,전체관람가,3,9500
"1,740",극장판 유희왕 더 다크 사이드 오브 디멘션즈,쿠와바라 사토시,(주)넥스트엔터테인먼트월드(NEW),2016-06-09,일본,210,253214200,"31,805",82762300,"9,804",애니메이션,전체관람가,2,9500
"1,741",꼭두각시,권영락,(주)인벤트스톤,2013-06-20,한국,134,227941500,"31,713",37575000,"4,982",공포(호러),청소년관람불가,2,9500
"1,742",날나리 종부전,임원국,롯데쇼핑㈜롯데엔터테인먼트,2008-05-22,한국,162,181261000,"31,522",25840500,"4,087",코미디,12세이상관람가,2,7500
"1,744",할로윈:살인마의 탄생,롭 좀비,(주)성원아이컴,2009-05-14,미국,116,214069351,"31,068",71985500,"10,002",공포(호러),청소년관람불가,2,8500
"1,745",옹박: 더 레전드,토니 자,㈜케이디미디어,2009-05-14,태국,172,200763553,"31,042",39654000,"5,908",액션,15세이상관람가,2,8500
"1,748",벨 아미,"데클란 도넬란,닉 오머로드",(주)에스비에스콘텐츠허브,2012-08-30,영국,103,213966000,"30,373",85646000,"11,530",드라마,청소년관람불가,3,8500
"1,750",마인드스케이프,호르헤 도라도,오퍼스픽쳐스,2014-10-23,스페인,199,220476900,"30,257",86052200,"11,231",스릴러,15세이상관람가,4,9500
"1,751",드라이브 앵그리 3D,패트릭 루지어,롯데쇼핑㈜롯데엔터테인먼트,2011-08-25,미국,160,252405500,"30,221",80068000,"8,769",액션,청소년관람불가,3,8500
"1,755",33,패트리시아 리건,(주)나이너스엔터테인먼트,2016-04-07,미국,320,228351400,"29,728",68233700,"8,707",드라마,12세이상관람가,2,9500
"1,756",내 인생의 마지막 변화구 ,로버트 로렌즈,워너브러더스 코리아(주),2012-11-29,미국,130,208654500,"29,648",110680000,"14,967",드라마,12세이상관람가,4,8500
"1,757",너브,"헨리 유스트,아리엘 슐만",(주)박수엔터테인먼트,2017-01-11,미국,151,239275800,"29,441",67132300,"8,103",어드벤처,15세이상관람가,1,9500
"1,758",역모-반란의 시대,김홍선,(주)스톰픽쳐스코리아,2017-11-23,한국,355,212967300,"29,294",65901800,"8,430",사극,15세이상관람가,4,9500
"1,759",비상,박정훈,(주)성원아이컴,2009-12-03,한국,160,223314380,"29,223",66587500,"8,327",액션,청소년관람불가,4,8500
"1,761",데스노트: 더 뉴 월드,사토 신스케,(주)디스테이션,2017-03-29,일본,309,220886363,"28,723",80445063,"10,121",범죄,15세이상관람가,1,9500
"1,762",무협,진가신,(주)넥스트엔터테인먼트월드(NEW),2011-11-17,홍콩,137,206464500,"28,698",62195000,"8,053",액션,15세이상관람가,4,8500
"1,766",무림여대생,곽재용,"(주)베어엔터테인먼트,(주)프라임엔터테인먼트",2008-06-26,한국,205,176547500,"28,019",52145000,"7,746",멜로/로맨스,15세이상관람가,2,7500
"1,768",나를 미치게 하는 여자,주드 아패토우,유니버설픽쳐스인터내셔널 코리아(유),2015-12-10,미국,161,208570700,"27,858",107755100,"14,876",코미디,청소년관람불가,4,9500
"1,769",걸 온 더 트레인,테이트 테일러,씨제이이앤엠(주),2017-03-09,미국,331,215124500,"27,840",72744600,"9,040",드라마,청소년관람불가,1,9500
"1,771",코비: 블루 엘리펀트의 전설,타위랍 스리우티윙스,(주)영화사 빅,2013-12-05,태국,104,165671000,"27,463",44541500,"6,782",애니메이션,전체관람가,4,9500
"1,773",위아 유어 프렌즈,맥스 조셉,씨네그루(주)다우기술,2015-11-12,미국,220,215918400,"27,412",81737000,"9,961",드라마,청소년관람불가,4,9500
"1,775",인천상륙작전 : 익스텐디드 에디션(확장판),이재한,씨제이이앤엠(주),2016-09-13,한국,122,220051200,"27,070",64315000,"7,960",전쟁,15세이상관람가,3,9500
"1,776",4요일: 자살을 부르는 요일,서민영,메가픽쳐스제이씨(주),2008-12-11,한국,131,182233000,"26,840",44656000,"6,167",공포(호러),청소년관람불가,4,7500
"1,777",아기돼지 3형제와 매직램프,유위,(주)팝엔터테인먼트,2017-03-23,중국,135,208444600,"26,670",37196000,"4,578",애니메이션,전체관람가,1,9500
"1,778",머신건 프리처,마크 포스터,(주)팝파트너스,2012-05-24,미국,141,197366500,"26,640",96400500,"12,484",액션,15세이상관람가,2,8500
"1,779",리멤버 미,앨런 콜터,㈜케이디미디어,2011-03-03,미국,139,200247000,"26,629",76902000,"9,733",멜로/로맨스,15세이상관람가,1,8500
"1,780",소림소녀,모토히로 카츠유키,㈜케이디미디어,2008-07-24,일본,137,169120500,"26,434",56479000,"8,289",액션,12세이상관람가,3,7500
"1,781",쾌걸 조로리의 대대대대모험,이와사키 토모코,(주)미디어데이,2013-06-05,일본,136,164250500,"26,278",20649500,"3,049",애니메이션,전체관람가,2,9500
"1,782",트레이서,다니엘 벤마요,"(주)영화사오원,(주)브리즈픽처스",2015-03-19,미국,249,197286000,"26,262",56995900,"7,303",액션,15세이상관람가,1,9500
"1,785",컴 아웃 파이팅,디토 몬티엘,,2009-10-22,미국,143,187512404,"25,656",60275000,"7,842",액션,15세이상관람가,4,8500
"1,786",사다코 대 카야코,시라이시 코지,유니버설픽쳐스인터내셔널 코리아(유),2017-01-04,일본,131,201673000,"25,531",50529000,"6,308",공포(호러),15세이상관람가,1,9500
